"ID","MC_SCIMAT","Assig2_10p","Assig1_Report_6p","Assig1_Comp_4p","total_assig_20","Exam_80","Final","Proj_alloc","Total_100","Q1_p2","Q2_p2","Q3_p2","Q4_p2","Q5_p2","Q6_p6_t","Q6_p2_A","Q6_p2_B","Q6_p2_C","Q7_p5_t","Q7_p3_A","Q7_p2_B","Q8_p6_t","Q8_p1_A","Q8_p1_B","Q8_p2_C","Q8_p2_D","Q10_p10_t","Q10_p3_A","Q10_p7_B","Q15_p8_t","Q15_p4_A","Q15_p4_B","Q16_p4_t","Q16_p2_A","Q16_p2_B","TotalNotComp_51","TotalComp_49","ClassQ_12","RegQ_26","ClassRegQ_11","ptq_class","ptq_reg","ptq_class_reg","ptq_noncompq","pte_class","pte_reg","pte_class_reg","pte_noncompq","ptq_class_Q1","ptq_class_Q10","ptq_reg_Q5","ptq_reg_Q6","ptq_reg_Q8","ptq_reg_Q15","ptq_reg_Q16","ptq_classreg_Q2","ptq_classreg_Q3","ptq_classreg_Q4","ptq_classreg_Q7","pte_class_Q1","pte_class_Q10","pte_reg_Q5","pte_reg_Q6","pte_reg_Q8","pte_reg_Q15","pte_reg_Q16","pte_classreg_Q2","pte_classreg_Q3","pte_classreg_Q4","pte_classreg_Q7","TeamName","numsub","PrivetScore"
8311,1,8.6,5.5,2.9,17,72,74.6,"Spam classification",72,2,0,2,0,2,5,2,1,2,5,3,2,2,1,1,0,0,6,3,3,8,4,4,3.5,2,1.5,36.5,35.5,8,20.5,7,0.666666666666667,0.788461538461538,0.636363636363636,0.715686274509804,0.111111111111111,0.284722222222222,0.0972222222222222,0.506944444444444,1,0.6,1,0.833333333333333,0.333333333333333,1,0.875,0,1,0,1,0.0277777777777778,0.0833333333333333,0.0277777777777778,0.0694444444444444,0.0277777777777778,0.111111111111111,0.0486111111111111,0,0.0277777777777778,0,0.0694444444444444,"vincentwliang",4,89
8312,0,6.6,5.5,2.7,14.8,78.5,77.6,"Melbourne Price",78.5,0,2,2,2,2,5.5,1.5,2,2,4,2,2,6,1,1,2,2,4,0,4,8,4,4,4,2,2,39,39.5,4,25.5,10,0.333333333333333,0.980769230769231,0.909090909090909,0.764705882352941,0.0509554140127389,0.32484076433121,0.127388535031847,0.496815286624204,0,0.4,0,0.916666666666667,1,1,1,1,1,1,0.8,0,0.0509554140127389,0,0.0700636942675159,0.0764331210191083,0.101910828025478,0.0509554140127389,0.0254777070063694,0.0254777070063694,0.0254777070063694,0.0509554140127389,"actuarial3",9,130037.75339
8313,0,9.7,5.2,2.7,17.6,88.5,88.4,"Melbourne Price",88.5,2,1,2,0,2,5.5,1.5,2,2,4,2,2,4.5,1,1,1,1.5,10,3,7,8,4,4,4,2,2,45.5,43,12,24,7,1,0.923076923076923,0.636363636363636,0.892156862745098,0.135593220338983,0.271186440677966,0.0790960451977401,0.514124293785311,1,1,1,0.916666666666667,0.75,1,1,0.5,1,0,0.8,0.0225988700564972,0.112994350282486,0.0225988700564972,0.0621468926553672,0.0508474576271186,0.0903954802259887,0.0451977401129944,0.0112994350282486,0.0225988700564972,0,0.0451977401129944,"Bryan Poh",6,128882.53265
8314,0,7.1,5,2.7,14.8,69.5,70.4,"Spam classification",69.5,2,0,0,0,0,5,1.5,1.5,2,4,2,2,4,1,1,2,0,10,3,7,7,3,4,4,2,2,33.5,36,12,20,4,1,0.769230769230769,0.363636363636364,0.656862745098039,0.172661870503597,0.287769784172662,0.0575539568345324,0.482014388489209,1,1,1,0.833333333333333,0.666666666666667,0.875,1,0,0,0,0.8,0.0287769784172662,0.143884892086331,0.0287769784172662,0.0719424460431655,0.0575539568345324,0.100719424460432,0.0575539568345324,0,0,0,0.0575539568345324,NA,NA,NA
8315,0,7.4,4,2.7,14.1,85.5,82.5,"Melbourne Price",85.5,2,0,2,0,2,5,1,2,2,5,3,2,6,1,1,2,2,9,2,7,8,4,4,4,2,2,42.5,43,11,25,7,0.916666666666667,0.961538461538462,0.636363636363636,0.833333333333333,0.128654970760234,0.292397660818713,0.0818713450292398,0.497076023391813,1,0.9,1,0.833333333333333,1,1,1,0,1,0,1,0.0233918128654971,0.105263157894737,0.0233918128654971,0.0584795321637427,0.0701754385964912,0.0935672514619883,0.0467836257309941,0,0.0233918128654971,0,0.0584795321637427,"actuarial3",9,130037.75339
8316,0,9.4,4.5,2.7,16.6,78.5,79.4,"Melbourne Price",78.5,2,2,2,0,1,3,0,2,1,4,2,2,6,1,1,2,2,7,0,7,8,4,4,4,2,2,39.5,39,9,22,8,0.75,0.846153846153846,0.727272727272727,0.774509803921569,0.114649681528662,0.280254777070064,0.101910828025478,0.503184713375796,1,0.7,1,0.5,1,1,1,1,1,0,0.8,0.0254777070063694,0.089171974522293,0.0254777070063694,0.0382165605095541,0.0764331210191083,0.101910828025478,0.0509554140127389,0.0254777070063694,0.0254777070063694,0,0.0509554140127389,"actuarial3",9,130037.75339
8317,0,10,6,2.7,18.7,84,85.9,"Melbourne Price",84,2,0,2,0,2,5,1,2,2,5,3,2,6,1,1,2,2,10,3,7,8,4,4,4,2,2,40,44,12,25,7,1,0.961538461538462,0.636363636363636,0.784313725490196,0.142857142857143,0.297619047619048,0.0833333333333333,0.476190476190476,1,1,1,0.833333333333333,1,1,1,0,1,0,1,0.0238095238095238,0.119047619047619,0.0238095238095238,0.0595238095238095,0.0714285714285714,0.0952380952380952,0.0476190476190476,0,0.0238095238095238,0,0.0595238095238095,"William Ung",5,132086.20796
8318,0,6,6,3.5,15.5,54.5,59.1,"Melbourne Price",54.5,2,0,2,0,2,4.5,1.5,2,1,4,3,1,5,1,1,1,2,3,0,3,5,4,1,4,2,2,23,31.5,5,20.5,6,0.416666666666667,0.788461538461538,0.545454545454545,0.450980392156863,0.0917431192660551,0.376146788990826,0.110091743119266,0.422018348623853,1,0.3,1,0.75,0.833333333333333,0.625,1,0,1,0,0.8,0.036697247706422,0.055045871559633,0.036697247706422,0.0825688073394495,0.0917431192660551,0.0917431192660551,0.073394495412844,0,0.036697247706422,0,0.073394495412844,"Yan1105",6,115721.97689
8319,1,8.3,6,2.7,17,72.5,75,"Melbourne Price",72.5,2,0,2,2,2,5.5,1.5,2,2,5,3,2,6,1,1,2,2,5,3,2,8,4,4,3.5,2,1.5,31.5,41,7,25,9,0.583333333333333,0.961538461538462,0.818181818181818,0.617647058823529,0.096551724137931,0.344827586206897,0.124137931034483,0.43448275862069,1,0.5,1,0.916666666666667,1,1,0.875,0,1,1,1,0.0275862068965517,0.0689655172413793,0.0275862068965517,0.0758620689655172,0.0827586206896552,0.110344827586207,0.0482758620689655,0,0.0275862068965517,0.0275862068965517,0.0689655172413793,"Angeloski",8,127774.89922
8320,1,9.1,5.5,2.8,17.4,82,83,"Spam classification",82,2,0,2,0,2,4.5,1.5,1,2,3.5,1.5,2,5,1,1,2,1,10,3,7,8,4,4,4,2,2,41,41,12,23.5,5.5,1,0.903846153846154,0.5,0.803921568627451,0.146341463414634,0.286585365853659,0.0670731707317073,0.5,1,1,1,0.75,0.833333333333333,1,1,0,1,0,0.7,0.024390243902439,0.121951219512195,0.024390243902439,0.0548780487804878,0.0609756097560976,0.0975609756097561,0.0487804878048781,0,0.024390243902439,0,0.0426829268292683,"Luke Thorburn",4,88
8321,1,10,5.5,3.5,19,74,78.2,"Melbourne Price",74,2,0,2,0,0,5,2,2,1,5,3,2,5,1,1,2,1,10,3,7,8,4,4,4,2,2,33,41,12,22,7,1,0.846153846153846,0.636363636363636,0.647058823529412,0.162162162162162,0.297297297297297,0.0945945945945946,0.445945945945946,1,1,1,0.833333333333333,0.833333333333333,1,1,0,1,0,1,0.027027027027027,0.135135135135135,0.027027027027027,0.0675675675675676,0.0675675675675676,0.108108108108108,0.0540540540540541,0,0.027027027027027,0,0.0675675675675676,"hallo",12,116355.04141
8322,0,8.6,5,2.9,16.5,68,70.9,"Spam classification",68,2,0,2,0,2,4.5,1.5,2,1,5,3,2,3,0,1,0,2,7,0,7,8,4,4,2,2,0,32.5,35.5,9,19.5,7,0.75,0.75,0.636363636363636,0.637254901960784,0.132352941176471,0.286764705882353,0.102941176470588,0.477941176470588,1,0.7,1,0.75,0.5,1,0.5,0,1,0,1,0.0294117647058824,0.102941176470588,0.0294117647058824,0.0661764705882353,0.0441176470588235,0.117647058823529,0.0294117647058824,0,0.0294117647058824,0,0.0735294117647059,"Bill Kong",4,89
8323,1,9.7,4.5,3.5,17.7,52,59.3,"Melbourne Price",52,0,2,0,0,2,0.5,0.5,0,0,2.5,0.5,2,2,1,1,0,0,3,0,3,6,4,2,3,1,2,31,21,3,13.5,4.5,0.25,0.519230769230769,0.409090909090909,0.607843137254902,0.0576923076923077,0.259615384615385,0.0865384615384615,0.596153846153846,0,0.3,0,0.0833333333333333,0.333333333333333,0.75,0.75,1,0,0,0.5,0,0.0576923076923077,0,0.00961538461538462,0.0384615384615385,0.115384615384615,0.0576923076923077,0.0384615384615385,0,0,0.0480769230769231,"QUAN ZHOU",10,116110.50544
8324,0,9.9,4,3.5,17.4,49,56.6,"Spam classification",49,0,0,0,0,0,3.5,1,0.5,2,4,2,2,6,1,1,2,2,2,0,2,6,4,2,3,1,2,24.5,24.5,2,18.5,4,0.166666666666667,0.711538461538462,0.363636363636364,0.480392156862745,0.0408163265306122,0.377551020408163,0.0816326530612245,0.5,0,0.2,0,0.583333333333333,1,0.75,0.75,0,0,0,0.8,0,0.0408163265306122,0,0.0714285714285714,0.122448979591837,0.122448979591837,0.0612244897959184,0,0,0,0.0816326530612245,"Jiajian Jiang",3,91
8325,1,9.7,5,3,17.7,70,73.7,"Spam classification",70,0,0,2,0,2,3.5,1.5,1,1,5,3,2,4,1,1,0,2,10,3,7,7,3,4,2,2,0,34.5,35.5,10,18.5,7,0.833333333333333,0.711538461538462,0.636363636363636,0.676470588235294,0.142857142857143,0.264285714285714,0.1,0.492857142857143,0,1,0,0.583333333333333,0.666666666666667,0.875,0.5,0,1,0,1,0,0.142857142857143,0,0.05,0.0571428571428571,0.1,0.0285714285714286,0,0.0285714285714286,0,0.0714285714285714,"Yuchen Liu",4,90
8326,1,10,3.5,2.7,16.2,79,79.4,"Spam classification",79,2,1,2,0,2,5.5,1.5,2,2,5,3,2,3,1,1,0,1,10,3,7,6,3,3,4,2,2,38.5,40.5,12,20.5,8,1,0.788461538461538,0.727272727272727,0.754901960784314,0.151898734177215,0.259493670886076,0.10126582278481,0.487341772151899,1,1,1,0.916666666666667,0.5,0.75,1,0.5,1,0,1,0.0253164556962025,0.126582278481013,0.0253164556962025,0.069620253164557,0.0379746835443038,0.0759493670886076,0.0506329113924051,0.0126582278481013,0.0253164556962025,0,0.0632911392405063,"Xin Huang",4,87
8327,1,9.9,4.5,2.9,17.3,67.5,71.3,"Spam classification",67.5,2,0,0,0,2,5.5,1.5,2,2,2,0,2,3,1,1,1,0,6,3,3,6,2,4,3,2,1,38,29.5,8,19.5,2,0.666666666666667,0.75,0.181818181818182,0.745098039215686,0.118518518518519,0.288888888888889,0.0296296296296296,0.562962962962963,1,0.6,1,0.916666666666667,0.5,0.75,0.75,0,0,0,0.4,0.0296296296296296,0.0888888888888889,0.0296296296296296,0.0814814814814815,0.0444444444444444,0.0888888888888889,0.0444444444444444,0,0,0,0.0296296296296296,"Yan Yu",4,89
8328,1,8,4.5,2.8,15.3,66,68.1,"Melbourne Price",66,2,0,2,0,2,5,1.5,2,1.5,4,2.5,1.5,4,1,1,0,2,2,0,2,8,4,4,2,2,0,35,31,4,21,6,0.333333333333333,0.807692307692308,0.545454545454545,0.686274509803922,0.0606060606060606,0.318181818181818,0.0909090909090909,0.53030303030303,1,0.2,1,0.833333333333333,0.666666666666667,1,0.5,0,1,0,0.8,0.0303030303030303,0.0303030303030303,0.0303030303030303,0.0757575757575758,0.0606060606060606,0.121212121212121,0.0303030303030303,0,0.0303030303030303,0,0.0606060606060606,"Rachit & Aashima",5,124916.34543
8329,0,7.9,4,2.8,14.7,69.5,70.3,"Spam classification",69.5,2,0,2,0,2,1,1,0,0,5,3,2,5,1,1,1,2,10,3,7,8,4,4,0,0,0,34.5,35,12,16,7,1,0.615384615384615,0.636363636363636,0.676470588235294,0.172661870503597,0.23021582733813,0.100719424460432,0.496402877697842,1,1,1,0.166666666666667,0.833333333333333,1,0,0,1,0,1,0.0287769784172662,0.143884892086331,0.0287769784172662,0.0143884892086331,0.0719424460431655,0.115107913669065,0,0,0.0287769784172662,0,0.0719424460431655,"LUAN Boheng",3,88
8330,1,9.9,3.5,3,16.4,58.5,63.2,"Spam classification",58.5,0,0,0,2,2,4.5,1.5,1.5,1.5,3,1,2,4,1,1,0,2,7,0,7,4,3,1,3,1,2,29,29.5,7,17.5,5,0.583333333333333,0.673076923076923,0.454545454545455,0.568627450980392,0.11965811965812,0.299145299145299,0.0854700854700855,0.495726495726496,0,0.7,0,0.75,0.666666666666667,0.5,0.75,0,0,1,0.6,0,0.11965811965812,0,0.0769230769230769,0.0683760683760684,0.0683760683760684,0.0512820512820513,0,0,0.0341880341880342,0.0512820512820513,"YiwenXu",4,90
8331,1,10,5,3,18,80,82,"Spam classification",80,2,0,2,0,2,4.5,1.5,1.5,1.5,4.5,2.5,2,5,0,1,2,2,10,3,7,6,2,4,4,2,2,40,40,12,21.5,6.5,1,0.826923076923077,0.590909090909091,0.784313725490196,0.15,0.26875,0.08125,0.5,1,1,1,0.75,0.833333333333333,0.75,1,0,1,0,0.9,0.025,0.125,0.025,0.05625,0.0625,0.075,0.05,0,0.025,0,0.05625,"Tianshu Cong",4,90
8332,0,10,5.75,2.7,18.45,44,53.65,"Melbourne Price",44,2,0,0,0,0,4.5,1.5,2,1,5,3,2,3,1,1,0,1,1,0,1,6,4,2,0,0,0,22.5,21.5,3,13.5,5,0.25,0.519230769230769,0.454545454545455,0.441176470588235,0.0681818181818182,0.306818181818182,0.113636363636364,0.511363636363636,1,0.1,1,0.75,0.5,0.75,0,0,0,0,1,0.0454545454545455,0.0227272727272727,0.0454545454545455,0.102272727272727,0.0681818181818182,0.136363636363636,0,0,0,0,0.113636363636364,"fanglin chen",3,128967.01573
8333,1,9.9,5.5,4,19.4,57,65,"Melbourne Price",57,0,0,0,0,1,4.5,1.5,1,2,4,2,2,3,1,1,1,0,2,0,2,7,4,3,2.5,2,0.5,33,24,2,18,4,0.166666666666667,0.692307692307692,0.363636363636364,0.647058823529412,0.0350877192982456,0.315789473684211,0.0701754385964912,0.578947368421053,0,0.2,0,0.75,0.5,0.875,0.625,0,0,0,0.8,0,0.0350877192982456,0,0.0789473684210526,0.0526315789473684,0.12280701754386,0.043859649122807,0,0,0,0.0701754385964912,"YuanLu",7,114050.70955
8334,1,9.6,5.5,3,18.1,77,79.7,"Spam classification",77,2,0,0,2,2,4,1.5,1.5,1,4.5,2.5,2,6,1,1,2,2,6,3,3,7,3,4,4,2,2,39.5,37.5,8,23,6.5,0.666666666666667,0.884615384615385,0.590909090909091,0.774509803921569,0.103896103896104,0.298701298701299,0.0844155844155844,0.512987012987013,1,0.6,1,0.666666666666667,1,0.875,1,0,0,1,0.9,0.025974025974026,0.0779220779220779,0.025974025974026,0.051948051948052,0.0779220779220779,0.0909090909090909,0.051948051948052,0,0,0.025974025974026,0.0584415584415584,"Sanshan Ji",3,90
8335,1,10,5.5,2.9,18.4,70,74.4,"Spam classification",70,2,1,0,0,2,5,1.5,2,1.5,3,2,1,4,1,1,0,2,10,3,7,8,4,4,1,1,0,34,36,12,20,4,1,0.769230769230769,0.363636363636364,0.666666666666667,0.171428571428571,0.285714285714286,0.0571428571428571,0.485714285714286,1,1,1,0.833333333333333,0.666666666666667,1,0.25,0.5,0,0,0.6,0.0285714285714286,0.142857142857143,0.0285714285714286,0.0714285714285714,0.0571428571428571,0.114285714285714,0.0142857142857143,0.0142857142857143,0,0,0.0428571428571429,"leiyu0630",3,89
8336,1,9.9,5,4,18.9,55,62.9,"Spam classification",55,2,0,2,0,2,3.5,1,1,1.5,3.5,2,1.5,2,1,1,0,0,1,0,1,5,1,4,4,2,2,30,25,3,16.5,5.5,0.25,0.634615384615385,0.5,0.588235294117647,0.0545454545454545,0.3,0.1,0.545454545454545,1,0.1,1,0.583333333333333,0.333333333333333,0.625,1,0,1,0,0.7,0.0363636363636364,0.0181818181818182,0.0363636363636364,0.0636363636363636,0.0363636363636364,0.0909090909090909,0.0727272727272727,0,0.0363636363636364,0,0.0636363636363636,"Lanyixin Lin",3,93
8337,1,9.7,4,2.8,16.5,61.5,65.7,"Spam classification",61.5,0,0,0,0,2,4.5,1,2,1.5,4,2,2,6,1,1,2,2,1,0,1,8,4,4,4,2,2,32,29.5,1,24.5,4,0.0833333333333333,0.942307692307692,0.363636363636364,0.627450980392157,0.016260162601626,0.398373983739837,0.0650406504065041,0.520325203252033,0,0.1,0,0.75,1,1,1,0,0,0,0.8,0,0.016260162601626,0,0.0731707317073171,0.0975609756097561,0.130081300813008,0.0650406504065041,0,0,0,0.0650406504065041,"Dani Ardiyanto",3,88
8338,1,9.9,4.5,2.6,17,49.5,56.6,"Spam classification",49.5,0,0,0,0,1,2.5,1,1,0.5,3.5,1.5,2,1,0,1,0,0,6,3,3,8,4,4,0,0,0,27.5,22,6,12.5,3.5,0.5,0.480769230769231,0.318181818181818,0.53921568627451,0.121212121212121,0.252525252525253,0.0707070707070707,0.555555555555556,0,0.6,0,0.416666666666667,0.166666666666667,1,0,0,0,0,0.7,0,0.121212121212121,0,0.0505050505050505,0.0202020202020202,0.161616161616162,0,0,0,0,0.0707070707070707,"Menghaha",3,86
8339,1,10,5.5,3.5,19,69,74.2,"Melbourne Price",69,2,0,2,0,2,4.5,1.5,1.5,1.5,3,1,2,3,1,1,0,1,4,0,4,7,3,4,2,2,0,39.5,29.5,6,18.5,5,0.5,0.711538461538462,0.454545454545455,0.774509803921569,0.0869565217391304,0.268115942028986,0.072463768115942,0.572463768115942,1,0.4,1,0.75,0.5,0.875,0.5,0,1,0,0.6,0.0289855072463768,0.0579710144927536,0.0289855072463768,0.0652173913043478,0.0434782608695652,0.101449275362319,0.0289855072463768,0,0.0289855072463768,0,0.0434782608695652,"XiaoLiang",7,116298.91599
8340,1,6.6,5,2.4,14,59,61.2,"Melbourne Price",59,2,0,0,0,2,6,2,2,2,4,2,2,6,1,1,2,2,8,3,5,5,4,1,4,2,2,22,37,10,23,4,0.833333333333333,0.884615384615385,0.363636363636364,0.431372549019608,0.169491525423729,0.389830508474576,0.0677966101694915,0.372881355932203,1,0.8,1,1,1,0.625,1,0,0,0,0.8,0.0338983050847458,0.135593220338983,0.0338983050847458,0.101694915254237,0.101694915254237,0.0847457627118644,0.0677966101694915,0,0,0,0.0677966101694915,"fankai zhou",2,141945.09392
